2019-09-09 21:40:21,"b""Any VBA users out there? Here's Excel 5.0's Visual Basic for Applications editor in 1993. \n\n#excel #microsoft #vba\xe2\x80\xa6 https://t.co/T20OZ5kPyq""",232
2019-09-09 21:27:06,b'Announcing Managed Service for #MSFT Active Directory on #GCP  #paas #iaas #activedirectory #NoLockIn https://t.co/eG7b8QAKsb',886
2019-09-09 21:06:07,b'$MSFT finds support at 50-day moving average: https://t.co/9EjnOQ55Mm\nSentiment: Slightly bearish #MSFT #Microsoft',216
2019-09-09 19:40:03,"b""Windows 10 vs Windows 7 - Microsoft's most radical change is having a dramatic effect | https://t.co/iTXYXs0TEa\xe2\x80\xa6 https://t.co/3dYfS9A6bk""",668
2019-09-09 19:30:11,b'Microsoft Vision AI Developer Kit Simplifies Building Vision-Based Deep Learning Projects https://t.co/WS4MlqSb41\xe2\x80\xa6 https://t.co/MbbqbWxkUx',336
2019-09-09 17:40:04,"b""Windows 10 vs Windows 7 - Microsoft's most radical change is having a dramatic effect | https://t.co/ONXXfX0HGO\xe2\x80\xa6 https://t.co/qvKDsN3Blw""",336
2019-09-09 17:30:17,b'Microsoft Vision AI Developer Kit Simplifies Building Vision-Based Deep Learning Projects https://t.co/xfxNLIItjx\xe2\x80\xa6 https://t.co/cWHS8ocRSa',668
2019-09-09 16:03:15,b'RT @EFLC_PE: Amazing performances from these @ebbwfawr yr8 pupils in the bleep test this afternoon #toprunners #teamebbw #msft https://t.co\xe2\x80\xa6',291
2019-09-09 15:30:19,b'Wunderlist founder offers to buy back app from Microsoft - The Verge https://t.co/yzOboEzNw4\n#Wunderlist #App\xe2\x80\xa6 https://t.co/IEj772RI86',668
2019-09-09 15:26:01,b'Announcing the new version of Microsoft To Do\xe2\x80\x94we\xe2\x80\x99ve come a long way! #MSFT #ToDo\nhttps://t.co/WYQD4ZrxDc',646
2019-09-09 14:54:48,"b""Headed to @FoxBusiness to talk #tech #antitrust with @TeamCavuto. But if you're rooting for their stocks to freefal\xe2\x80\xa6 https://t.co/5uThuy1OK1""",864
2019-09-09 14:40:02,b'The Windows 10 Privacy Settings You Should Check Right #MSFT #Windows10 #Security\nNowhttps://bit.ly/2LHQmQj',226
2019-09-09 14:13:16,b'Comparing Bull/Bear Strength:\nPrice to daily EMA50:\n\n  #NDX  2.21%\n  #SPX  2.1%\n  #DJI  2.03%\n\n  #AMZN  0.14%\xe2\x80\xa6 https://t.co/CmMKL6MJDM',396
